Date,Quantity,Discount,Salesperson,TotalPrice,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Region_Central,Region_East,Region_North,Region_South,Region_West,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,StoreLocation_Store A,StoreLocation_Store B,StoreLocation_Store C,StoreLocation_Store D,CustomerType_Wholesale,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,DeliveryTime,Avg_Price_Per_Item
2024-04-01,18,0.15,Frank,2372.112,WINTER15,0,REG100390,Cust 4189,39.99,2024-04-01,2024-04-04,Ryan,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,131.784
2025-03-01,4,0.05,Eva,264.48,SAVE10,0,REG100391,Cust 7226,17.68,2025-03-01,2025-03-09,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,8,66.12
2023-07-03,13,0.15,Diana,608.7445,FREESHIP,1,REG100392,Cust 5015,47.78,2023-07-03,2023-07-06,Cameron,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,46.8265
2023-04-25,13,0.15,Bob,2277.5155,SAVE10,1,REG100393,Cust 9904,22.59,2023-04-25,2023-05-01,Cameron,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,175.1935
2025-04-09,14,0.05,Frank,6442.253999999999,SAVE10,0,REG100394,Cust 7687,29.24,2025-04-09,2025-04-19,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10,460.16099999999994
2023-11-05,6,0.0,Frank,2697.42,WINTER15,0,REG100395,Cust 6511,23.09,2023-11-05,2023-11-12,Ryan,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,7,449.57
2023-01-13,9,0.0,Diana,2007.09,SAVE10,1,REG100396,Cust 2412,11.9,2023-01-13,2023-01-19,Eric,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,223.01
2025-02-06,14,0.15,Frank,3473.729,SAVE10,0,REG100397,Cust 1664,27.51,2025-02-06,2025-02-10,Wendy,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,248.12349999999998
2023-05-20,13,0.0,Carlos,1181.18,SAVE10,0,REG100398,Cust 6033,16.74,2023-05-20,2023-05-25,Sophie,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5,90.86
2025-06-18,4,0.0,Diana,436.2,WINTER15,0,REG100399,Cust 4019,21.02,2025-06-18,2025-06-24,Eric,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,109.05
2023-02-23,12,0.0,Bob,2947.2,FREESHIP,1,REG100400,Cust 4515,43.92,2023-02-23,2023-02-27,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,245.6
2024-11-09,15,0.0,Bob,5700.45,FREESHIP,0,REG100401,Cust 7532,25.72,2024-11-09,2024-11-12,Eric,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,380.03
2024-07-25,3,0.05,Frank,1190.103,SAVE10,0,REG100402,Cust 8756,43.42,2024-07-25,2024-07-31,Sophie,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6,396.701
2023-08-19,15,0.15,Frank,5510.1675,WINTER15,0,REG100403,Cust 7620,44.88,2023-08-19,2023-08-23,Wendy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,367.3445
2023-11-13,13,0.1,Bob,6221.709000000001,SAVE10,0,REG100404,Cust 7368,37.91,2023-11-13,2023-11-15,Sophie,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,478.5930000000001
2024-09-10,13,0.05,Alice,5470.9265,SAVE10,0,REG100405,Cust 1319,37.12,2024-09-10,2024-09-18,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,8,420.84049999999996
2024-08-30,13,0.0,Eva,7377.5,SAVE10,0,REG100406,Cust 9597,28.41,2024-08-30,2024-09-02,Cameron,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,567.5
2024-11-10,15,0.0,Alice,7042.799999999999,FREESHIP,0,REG100407,Cust 7369,35.6,2024-11-10,2024-11-17,Eric,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,7,469.5199999999999
2023-04-13,1,0.15,Frank,336.6765,WINTER15,0,REG100408,Cust 8592,39.38,2023-04-13,2023-04-19,Eric,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,6,336.6765
2023-11-20,12,0.05,Alice,2231.322,SAVE10,0,REG100409,Cust 2337,37.09,2023-11-20,2023-11-27,Eric,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,185.9435
2025-04-14,5,0.15,Carlos,1752.02,FREESHIP,0,REG100410,Cust 9697,29.31,2025-04-14,2025-04-19,Ryan,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,5,350.404
2023-03-04,11,0.15,Carlos,5221.974999999999,WINTER15,0,REG100411,Cust 5895,48.15,2023-03-04,2023-03-09,Cameron,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,474.72499999999997
2024-11-16,4,0.15,Eva,596.156,FREESHIP,0,REG100412,Cust 9097,40.86,2024-11-16,2024-11-19,Ryan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,149.039
2024-05-25,19,0.0,Frank,9095.87,WINTER15,1,REG100413,Cust 5938,46.46,2024-05-25,2024-06-02,Sophie,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,478.73
2023-04-12,5,0.15,Alice,1552.865,SAVE10,1,REG100414,Cust 6928,5.66,2023-04-12,2023-04-15,Eric,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,310.573
2023-03-07,10,0.15,Alice,3377.305,SAVE10,0,REG100415,Cust 6223,10.2,2023-03-07,2023-03-13,Sophie,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,337.7305
2024-01-05,17,0.1,Bob,3687.453,WINTER15,0,REG100416,Cust 7614,24.69,2024-01-05,2024-01-11,Cameron,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,216.909
2024-10-31,17,0.0,Alice,1397.4,WINTER15,0,REG100417,Cust 3231,32.5,2024-10-31,2024-11-10,Wendy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,10,82.2
2024-05-08,16,0.1,Frank,2459.088,SAVE10,1,REG100418,Cust 9123,45.93,2024-05-08,2024-05-14,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,153.693
2024-03-05,1,0.15,Frank,6.969999999999999,FREESHIP,0,REG100419,Cust 7054,30.35,2024-03-05,2024-03-15,Cameron,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,10,6.969999999999999
2023-07-18,12,0.1,Bob,4598.424,SAVE10,1,REG100420,Cust 4240,25.48,2023-07-18,2023-07-22,Ryan,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,383.202
2023-08-05,20,0.1,Bob,2180.52,FREESHIP,0,REG100421,Cust 1237,21.47,2023-08-05,2023-08-14,Sophie,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9,109.026
2023-09-18,19,0.0,Alice,8514.47,FREESHIP,0,REG100422,Cust 5513,28.29,2023-09-18,2023-09-20,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,448.12999999999994
2023-03-27,8,0.1,Frank,56.232,SAVE10,0,REG100423,Cust 1835,25.03,2023-03-27,2023-03-29,Sophie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,7.029
2023-03-08,19,0.15,Carlos,3091.756,WINTER15,1,REG100424,Cust 8492,35.54,2023-03-08,2023-03-17,Eric,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,162.724
2024-05-02,5,0.15,Eva,1042.1,SAVE10,0,REG100425,Cust 2451,46.37,2024-05-02,2024-05-06,Wendy,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,208.42
2023-09-16,17,0.15,Eva,2360.6965,SAVE10,0,REG100426,Cust 4509,5.36,2023-09-16,2023-09-26,Ryan,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,10,138.8645
2023-06-13,14,0.0,Diana,8175.440000000001,WINTER15,0,REG100427,Cust 6643,23.03,2023-06-13,2023-06-22,Sophie,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,583.9600000000002
2023-11-05,16,0.1,Carlos,2607.552,WINTER15,0,REG100428,Cust 2559,39.84,2023-11-05,2023-11-08,Ryan,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,162.972
2024-11-23,8,0.0,Alice,3319.52,SAVE10,0,REG100429,Cust 4423,46.58,2024-11-23,2024-11-26,Sophie,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,414.94
2024-02-09,16,0.0,Alice,7075.52,FREESHIP,0,REG100430,Cust 9139,27.36,2024-02-09,2024-02-18,Cameron,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9,442.22
2023-11-16,14,0.1,Bob,7501.914,SAVE10,0,REG100431,Cust 6668,9.51,2023-11-16,2023-11-22,Cameron,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,535.851
2025-01-24,6,0.15,Alice,894.0300000000001,SAVE10,1,REG100432,Cust 4315,17.92,2025-01-24,2025-01-29,Cameron,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,5,149.00500000000002
2025-05-06,7,0.15,Carlos,1901.5605,WINTER15,1,REG100433,Cust 8000,8.47,2025-05-06,2025-05-09,Cameron,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,271.6515
2025-05-17,15,0.15,Bob,6461.827499999999,FREESHIP,1,REG100434,Cust 7585,41.03,2025-05-17,2025-05-27,Eric,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,430.78849999999994
2023-11-29,17,0.05,Eva,8689.992,FREESHIP,0,REG100435,Cust 3127,19.61,2023-11-29,2023-12-01,Cameron,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,511.176
2023-02-24,16,0.0,Alice,3005.44,SAVE10,0,REG100436,Cust 4130,18.65,2023-02-24,2023-02-26,Sophie,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,187.84
2023-11-04,18,0.15,Carlos,6522.39,FREESHIP,1,REG100437,Cust 6956,29.81,2023-11-04,2023-11-10,Sophie,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,362.355
2024-06-15,1,0.1,Alice,448.515,FREESHIP,0,REG100438,Cust 8155,34.7,2024-06-15,2024-06-22,Eric,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,448.515
2024-10-02,19,0.05,Carlos,6962.246,SAVE10,1,REG100439,Cust 8852,12.46,2024-10-02,2024-10-06,Ryan,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,366.434
2023-06-03,3,0.1,Frank,146.799,WINTER15,0,REG100440,Cust 2850,48.71,2023-06-03,2023-06-13,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,10,48.933
2023-09-10,6,0.15,Carlos,2405.874,SAVE10,0,REG100441,Cust 9572,36.79,2023-09-10,2023-09-18,Eric,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,400.979
2025-05-20,19,0.15,Bob,5205.306500000001,FREESHIP,0,REG100442,Cust 6253,33.95,2025-05-20,2025-05-22,Cameron,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,273.9635
2023-09-24,13,0.1,Diana,1355.562,SAVE10,1,REG100443,Cust 4154,28.52,2023-09-24,2023-10-03,Ryan,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,9,104.27399999999999
2025-03-29,18,0.1,Bob,6451.812000000001,FREESHIP,0,REG100444,Cust 2137,16.8,2025-03-29,2025-04-04,Eric,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6,358.434
2023-06-17,4,0.1,Eva,2105.28,FREESHIP,0,REG100445,Cust 8157,16.44,2023-06-17,2023-06-25,Eric,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,526.32
2024-01-28,20,0.15,Bob,7219.9,FREESHIP,0,REG100446,Cust 4861,42.03,2024-01-28,2024-02-05,Wendy,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,8,360.995
2023-03-14,16,0.1,Alice,2580.768,WINTER15,0,REG100447,Cust 7493,45.99,2023-03-14,2023-03-17,Cameron,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,161.298
2025-01-09,12,0.0,Diana,1783.92,WINTER15,1,REG100448,Cust 7073,27.16,2025-01-09,2025-01-17,Eric,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,148.66
2025-03-30,16,0.15,Bob,6261.848,WINTER15,0,REG100449,Cust 9085,20.38,2025-03-30,2025-04-06,Cameron,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,7,391.3655
2023-10-23,5,0.05,Carlos,1588.2575,SAVE10,0,REG100450,Cust 3247,32.13,2023-10-23,2023-10-28,Eric,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,317.6515
2025-06-08,3,0.15,Alice,1529.286,WINTER15,1,REG100451,Cust 8504,14.93,2025-06-08,2025-06-14,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,509.762
2024-02-26,11,0.0,Alice,4288.24,SAVE10,1,REG100452,Cust 4164,10.24,2024-02-26,2024-02-29,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3,389.84
2024-10-30,11,0.1,Frank,4412.925,SAVE10,0,REG100453,Cust 9592,18.07,2024-10-30,2024-11-07,Eric,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,401.175
2024-08-19,18,0.15,Frank,1481.652,SAVE10,1,REG100454,Cust 7450,8.1,2024-08-19,2024-08-23,Sophie,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,82.31400000000001
2023-07-30,1,0.1,Alice,475.479,FREESHIP,0,REG100455,Cust 4186,24.55,2023-07-30,2023-08-09,Cameron,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,475.479
2024-08-13,16,0.0,Carlos,1024.48,WINTER15,1,REG100456,Cust 3305,16.71,2024-08-13,2024-08-23,Ryan,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10,64.03
2023-11-04,13,0.05,Eva,2215.2195,FREESHIP,0,REG100457,Cust 9768,35.28,2023-11-04,2023-11-12,Ryan,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8,170.4015
2025-06-05,19,0.0,Frank,9331.85,SAVE10,0,REG100458,Cust 1179,48.68,2025-06-05,2025-06-15,Eric,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,10,491.15000000000003
2023-06-23,5,0.0,Carlos,1801.7,SAVE10,0,REG100459,Cust 2546,33.76,2023-06-23,2023-06-28,Ryan,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,360.34000000000003
2024-09-21,20,0.1,Frank,5342.400000000001,SAVE10,0,REG100460,Cust 2672,19.57,2024-09-21,2024-09-28,Sophie,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,267.12
2024-01-01,3,0.1,Bob,1618.434,SAVE10,0,REG100461,Cust 3394,48.02,2024-01-01,2024-01-03,Sophie,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,539.478
2025-01-02,1,0.0,Carlos,374.33,FREESHIP,0,REG100462,Cust 1649,33.31,2025-01-02,2025-01-12,Wendy,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10,374.33
2024-03-14,13,0.15,Frank,6506.24,SAVE10,0,REG100463,Cust 6994,45.03,2024-03-14,2024-03-21,Ryan,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7,500.47999999999996
2024-05-04,13,0.0,Carlos,2579.72,SAVE10,1,REG100464,Cust 9879,31.51,2024-05-04,2024-05-09,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,198.44
2025-02-27,12,0.0,Eva,4610.4,FREESHIP,0,REG100465,Cust 9069,38.99,2025-02-27,2025-03-02,Sophie,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,384.2
2024-11-13,4,0.15,Frank,1616.666,WINTER15,0,REG100466,Cust 3712,11.6,2024-11-13,2024-11-17,Cameron,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4,404.1665
2023-10-31,6,0.1,Eva,1096.038,WINTER15,0,REG100467,Cust 3829,43.55,2023-10-31,2023-11-10,Wendy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10,182.673
2023-12-19,18,0.0,Diana,2434.14,WINTER15,1,REG100468,Cust 1623,46.1,2023-12-19,2023-12-24,Cameron,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,135.23
2023-11-27,20,0.05,Diana,6771.599999999999,FREESHIP,1,REG100469,Cust 3532,26.7,2023-11-27,2023-12-03,Sophie,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,6,338.58
2023-08-15,3,0.05,Alice,839.952,SAVE10,0,REG100470,Cust 4712,45.33,2023-08-15,2023-08-18,Eric,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,279.984
2023-01-16,20,0.0,Frank,9736.104374999999,WINTER15,0,REG100471,Cust 6211,33.21,2023-01-16,2023-01-24,Wendy,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8,486.80521874999994
2025-02-28,13,0.1,Frank,949.6890000000001,SAVE10,1,REG100472,Cust 1222,48.21,2025-02-28,2025-03-08,Cameron,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,8,73.05300000000001
2023-11-28,2,0.0,Carlos,1065.02,WINTER15,1,REG100473,Cust 6208,49.67,2023-11-28,2023-12-01,Wendy,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,532.51
2023-12-04,1,0.1,Carlos,241.371,WINTER15,0,REG100474,Cust 5942,9.48,2023-12-04,2023-12-13,Wendy,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,9,241.371
2024-06-21,17,0.15,Frank,6251.7925,FREESHIP,0,REG100475,Cust 1745,18.85,2024-06-21,2024-06-29,Sophie,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8,367.7525
2025-03-17,14,0.1,Diana,1550.304,WINTER15,1,REG100476,Cust 2679,43.28,2025-03-17,2025-03-26,Eric,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,110.736
2023-08-17,16,0.1,Bob,6545.376,FREESHIP,0,REG100477,Cust 9907,20.55,2023-08-17,2023-08-19,Cameron,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,409.086
2023-08-30,11,0.05,Diana,4332.361,WINTER15,0,REG100478,Cust 5750,25.33,2023-08-30,2023-09-05,Cameron,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,6,393.851
2025-06-16,9,0.1,Bob,2858.571,FREESHIP,0,REG100479,Cust 5717,30.57,2025-06-16,2025-06-18,Eric,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,317.61899999999997
2023-06-29,10,0.1,Eva,1138.14,WINTER15,0,REG100480,Cust 7995,26.96,2023-06-29,2023-07-09,Ryan,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,113.81400000000001
2023-08-13,7,0.0,Carlos,875.14,FREESHIP,0,REG100481,Cust 5572,12.45,2023-08-13,2023-08-20,Ryan,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,7,125.02
2024-04-29,20,0.05,Carlos,6977.559999999999,FREESHIP,0,REG100482,Cust 1721,45.67,2024-04-29,2024-05-07,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,8,348.87799999999993
2023-07-15,8,0.0,Diana,3456.96,WINTER15,0,REG100483,Cust 2641,42.1,2023-07-15,2023-07-25,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10,432.12
2025-01-17,3,0.1,Eva,35.991,SAVE10,0,REG100484,Cust 9769,17.62,2025-01-17,2025-01-23,Ryan,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,11.997
2025-02-21,13,0.0,Bob,1377.09,FREESHIP,0,REG100485,Cust 1718,38.96,2025-02-21,2025-03-03,Eric,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10,105.92999999999999
2023-07-19,20,0.0,Alice,9736.104374999999,FREESHIP,1,REG100486,Cust 1210,25.64,2023-07-19,2023-07-26,Wendy,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,486.80521874999994
2024-09-29,11,0.05,Diana,3550.701,WINTER15,1,REG100487,Cust 7710,11.56,2024-09-29,2024-10-06,Wendy,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,322.791
2024-10-17,10,0.15,Frank,779.875,WINTER15,0,REG100488,Cust 1428,37.27,2024-10-17,2024-10-21,Eric,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,77.9875
2025-06-11,15,0.1,Alice,184.41,FREESHIP,0,REG100489,Cust 2810,38.04,2025-06-11,2025-06-17,Eric,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,12.294
2024-01-19,6,0.1,Eva,800.4419999999999,FREESHIP,0,REG100490,Cust 2234,19.58,2024-01-19,2024-01-29,Wendy,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,133.40699999999998
2023-12-03,11,0.15,Frank,4628.5305,WINTER15,0,REG100491,Cust 9602,27.37,2023-12-03,2023-12-05,Eric,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,420.77549999999997
2024-06-19,6,0.05,Diana,1409.04,FREESHIP,0,REG100492,Cust 2546,18.75,2024-06-19,2024-06-27,Cameron,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,234.84
2024-10-16,19,0.05,Bob,3744.472499999999,SAVE10,0,REG100493,Cust 5032,11.5,2024-10-16,2024-10-21,Wendy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5,197.07749999999996
2025-01-23,2,0.15,Diana,630.3259999999999,FREESHIP,0,REG100494,Cust 4297,20.45,2025-01-23,2025-01-27,Eric,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,315.16299999999995
2023-10-02,9,0.1,Diana,1188.432,SAVE10,0,REG100495,Cust 6944,10.45,2023-10-02,2023-10-10,Cameron,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,132.048
2023-11-05,12,0.1,Alice,1726.38,WINTER15,0,REG100496,Cust 4136,32.61,2023-11-05,2023-11-07,Eric,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,143.865
2023-06-18,13,0.05,Diana,2243.748,SAVE10,0,REG100497,Cust 7460,14.69,2023-06-18,2023-06-23,Sophie,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,172.596
2024-07-15,16,0.15,Bob,464.576,SAVE10,0,REG100498,Cust 3960,36.33,2024-07-15,2024-07-21,Cameron,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,29.036
2024-06-14,2,0.1,Diana,517.374,WINTER15,0,REG100499,Cust 5530,25.34,2024-06-14,2024-06-23,Cameron,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9,258.687
2024-04-05,15,0.15,Eva,5175.8625,SAVE10,0,REG100500,Cust 3160,32.04,2024-04-05,2024-04-10,Eric,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,5,345.0575
2023-02-27,1,0.0,Alice,430.61,WINTER15,0,REG100501,Cust 9641,14.53,2023-02-27,2023-03-07,Ryan,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,430.61
2023-07-31,5,0.0,Frank,2540.25,WINTER15,1,REG100502,Cust 9742,35.63,2023-07-31,2023-08-09,Wendy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,508.05
2023-03-03,13,0.15,Carlos,5778.8185,FREESHIP,0,REG100503,Cust 1144,33.9,2023-03-03,2023-03-10,Wendy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,444.52450000000005
2023-04-26,17,0.1,Frank,3981.825,SAVE10,0,REG100504,Cust 2936,23.26,2023-04-26,2023-04-28,Sophie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,234.225
2024-10-19,6,0.1,Eva,2965.734,WINTER15,1,REG100505,Cust 3035,12.29,2024-10-19,2024-10-27,Eric,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,494.289
2024-06-30,17,0.15,Carlos,6825.1685,WINTER15,0,REG100506,Cust 1717,22.63,2024-06-30,2024-07-04,Cameron,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,401.4805
